myroom=МОЯ\nКОМНАТА|Mein \nZimmer
online.got=Вы уже оплатили этот курс и можете в любой момент включить следующий доступный видеоурок.|Du hast für diesen Kurs schon gezahlt und kannst jederzeit die nächste Stunde starten.
online.lesson=Занятие|Stunde
online.from=из|von
online.buy=ПРИОБРЕСТИ ЭТОТ КУРС ЗА|Kauf dieses Kursangebot für
online.view=НАЧАТЬ ПРОСМОТР ВИДЕОУРОКА|Beginn das Video Tutorial
online.tired=НЕДАВНО ВЫ УЖЕ СМОТРЕЛИ УРОКИ. СДЕЛАЙТЕ ПЕРЕРЫВ!|Du hast schon gerade ein Tutorial gesehen, mach erstmal eine Pause!
online.end=Вы прошли все доступные курсы и занятия из этой категории. Возможно, новые уроки появятся в следующей версии игры.|Du hast alle verfuegbaren Tutorials dieser Kategorie gesehen. Neue Tutorials werden bald bereitstehen.
online.needmas=НИЗКИЙ НАВЫК ОБЫЧНОГО МАССАЖА|Du musst deinen Massage Skill verbessern
online.unavailable=КУРС ВРЕМЕННО НЕДОСТУПЕН|Dieser Kurs ist leider gerade nicht verfuegbar
online.length=Количество занятий|Stundenzahl

online.0.name=Массаж|Ganzkoerpermassagen
online.0.1.header=МАССАЖ СТУПНЕЙ|Fußmassagen
online.0.1.text=Это уникальная методика массажа с целью оказания оздоравливающего воздействия на организм. Она эффективна и в тоже время несложна в исполнении.|Diese Massagemethode sollte angewandt werden um eine entspannende und heilende Wirkung zu erzielen. Diese Methode ist einfach zulernen und sehr effektiv.

online.0.2.header=МАССАЖ КИСТЕЙ РУК|Handmassagen
online.0.2.text=Это уникальная методика массажа с целью оказания оздоравливающего воздействия на организм. Она эффективна и в тоже время несложна в исполнении. Это последний доступный курс на данный момент.|Diese Massagemethode sollte angewandt werden um eine entspannende und heilende Wirkung zu erzielen. Diese Methode ist einfach zulernen und sehr effektiv. Dies ist die letzte Stunde.


online.1.name=Общение|Redegewandheit
online.1.1.header=Навыки общения: Чувства человека|Communication skills: Menschliche Sinne
online.1.1.text=Это базовый курс обучения навыкам общения и содержит в себе основную информацию об органах чувств, о реакции человека на ваши слова, а также основы языка тела.|Dieser Kurs beinhaltet grundlegende Redetechniken und Informationen über die menschlichen Sinne, Reaktionen auf Wort, und die grundlegende Körpersprache.

online.1.2.header=Навыки общения: Основы коммуникации|Communication skills: Grundlagen
online.1.2.text=Это второй курс обучения навыкам общения. Из него вы узнаете как повлиять на решение человека без слов, как подобрать правильный слова в нужной ситуации для достижения своей цели.|Dies ist der Zweite Kurs für Redetechniken. Hierbei wirst du lernen die Entscheidungen von Personen ohne Woerter beinflussen kannst. Und wie man Fragen und Aussagen in wichtigen Situationen richtig formuliert.

online.1.3.header=Навыки общения: Без границ|Communication skills: Keine Grenzen
online.1.3.text=Это продвинутый длительный курс, предназначенный для тех, кто хочет постоянно обучаться и совершенствоваться. На данный момент это последний доступный курс.|Dies ist der Langzeitkurs für Fortgeschrittene zur Selbstverbesserung. Aktuell ist dies der letzte verfuegbare Kurs.


online.2.name=Эротический массаж|Sinnliche Massagen
online.2.1.header=ВВОДНЫЙ КУРС|GRUNDLAGEN KURS
online.2.1.text=Этот базовый курс поможет вам получить наиболее полное представление об особенностях эротического массажа.\n\nВнимание: Этот курс расчитан для опытных массажистов. Необходимо иметь навык обычного массажа не менее 100 ед.|Dieser Kurs bringt die die Grundlagen der sinnlichen Massagen bei.\n\n<i>Achtung: Es werden mindestens 100 Punkte bei Massage-Skill benoetigt.</i>




poss.cam.name=Скрытые камеры|Webcam's
poss.cam.step.1=Я нашёл пустую коробку из под скрытой камеры. Видимо, она установлена где-то в доме. Нужно поискать как следует - вдруг, кто-то за нами наблюдал всё это время?|Ich habe eine leer Verpackung einer Spy-Cam gefunden. Vermutlich hat sie jmd. im Haus angebracht, ich sollte sie schnellstmoeglich finden, vllt. wurden wir schon die ganze Zeit beobachtet.
poss.cam.step.2=poss.cam.2@Итак, я нашёл скрытую камеру в гостиной. Она вмонтирована в стену, видимо, во время ремонта. Поэтому, её нельзя вытащить, не повредив. Кроме того, оказалось, что камера сейчас ни к чему не подключена. Может быть, стоит целенаправленно изучить способы подключения камер, чтобы извлечь из неё какую-то пользу...|Okay, ich habe die Spy-Cam gefunden sie ist im Wohnzimmer angebracht. Sie scheint fest in der Wand verankt zu sein, ich kann sie nicht ohne zu beschaedigen entfernen. Aktuell scheint die versteckte Kamera auch nicht aktiv zu sein, ich sollte einen Weg finden sie zu nutzen, es koennte sich für mich sehr lohnen...
poss.cam.step.3=poss.cam.2@Ко мне пришла отличная идея - заработать на трансляции с веб-камеры в интернет, но я об этом знаю очень мало... Может быть, поможет какая-то литература?|Ich hab eine Idee: ich koennte eine Live-Show im Internet übertragen und somit Geld verdienen. Nur habe ich leider keinen Ahnung was ich dazu brauche, naja fragen wir doch einfach das allwissende Internet.
poss.cam.step.4=poss.cam.2@Итак, я внимательно прочитал книгу Web Standards и разобрался как сделать свой сайт. Пожалуй, стоит начать именно с этого. Мне потребуются деньги на домен, хостинг и оплату готового шаблона с дизайном. Всего нужно порядка $100.|Gut, dank des Buches weis ich jetzt wie ich einen Webseite erstellen kann. Ich brauche also eine freie Internetaddresse, einen Hostingservice und ein Web-Kit, 100$ sollten dafür ausreichen.
poss.cam.step.5=Наконец-то, у меня есть свой собственный сайт, где транслируется изображение с камеры из гостиной! Теперь нужно увеличить аудиторию, ведь чем больше людей, тем больше доход от рекламных баннеров. Сделать это можно с помощью вложений в рекламу своего сайта. Кроме того, если в кадре происходит что-то интересное, аудитория также растёт.\n\n\n<i><b>Внимание:</b> Пока это всё, что можно сделать для данной «возможности» в текущей версии игры.</i>|Alles klar, die Internetseite ist online und bereit! Jetzt sollte ich die Bekanntheit steiger um mehr Geld zu verdienen und das erreiche ich am besten mit Werbung oder wenn etwas spannendes passiert.\n\n\n<i><b>Achtung:</b> Du hast für diese Spielversion die letzte Aktion erreicht.</i>

poss.sed.name=Наставник|Mentoring für Lisa
poss.sed.step.1=poss.sed.2@Кажется, Лиза совсем ничего не знает о мальчиках. Возможно, она даже порно ни разу не видела, раз так удивилась обычному утреннему стояку. Может быть, стоит заняться просветительской деятельностью среди своей младшей сестрёнки? Но с чего начать? Поговорить?|Wie es scheint hat Lisa keine Ahnung über die Physiologie eines Mannes, sie war daher sehr erstaunt über meine Morgenlatte.  Ich bin mir nicht einmal sicher ob sie schon jemals einen Porno gesehen hat. Ich sollte ihr bei diesen Thema Nachhilfe geben, am besten rede ich mit ihr mal.
poss.sed.step.2=Я поговорил с Лизой и стало ясно, что для того, чтобы чему-то учить, нужно сначала завоевать авторитет. Только это сложно. Однако, если удастся понизить её собственную самооценку, то и мой авторитет в её глазах подрастёт...\n\n\n<i><b>Внимание:</b> Для дальнейшего развития необходим уровень авторитета как минимум «Считается»!</i>|Ich habe mit ihr gesprochen, leider nimmt sie mich nicht ernst genug. Ich sollte mir mehr Respekt bei ihr verschaffen, indem ich ihr Selbstwertgefühl durch Bestrafungen schwaeche...\n\n\n<i><b>Attention:</b> Die minimale Authoritaet hierfür ist «Vertraut dir».</i>
